alpha,beta,living_loss,object_loss,living_acc,object_acc,avg_loss,worst_loss,avg_acc,worst_acc
0.275,0.04999999999999999,0.7694386545817057,0.664786605834961,0.77,0.7925,0.7171126302083333,0.7694386545817057,0.78125,0.77
0.275,0.125,0.784158821105957,0.5929005432128907,0.765,0.815,0.6885296821594238,0.784158821105957,0.79,0.765
0.275,0.19999999999999996,0.8042183685302734,0.5358593559265137,0.765,0.84,0.6700388622283935,0.8042183685302734,0.8025,0.765
0.275,0.275,0.8309157307942708,0.4910959053039551,0.7633333333333333,0.85,0.661005818049113,0.8309157307942708,0.8066666666666666,0.7633333333333333
0.275,0.35,0.8659060541788737,0.4564818382263184,0.7533333333333333,0.8575,0.661193946202596,0.8659060541788737,0.8054166666666667,0.7533333333333333
0.275,0.42499999999999993,0.9112010701497396,0.4302425098419189,0.745,0.8625,0.6707217899958293,0.9112010701497396,0.80375,0.745
0.275,0.5,0.9691379292805989,0.41087703704833983,0.7333333333333333,0.8625,0.6900074831644694,0.9691379292805989,0.7979166666666666,0.7333333333333333
0.275,0.575,1.042348149617513,0.39715899467468263,0.7133333333333334,0.8625,0.7197535721460979,1.042348149617513,0.7879166666666667,0.7133333333333334
0.275,0.6499999999999999,1.133689244588216,0.3881537055969238,0.695,0.87,0.7609214750925699,1.133689244588216,0.7825,0.695
0.275,0.725,1.2462152989705404,0.3831704044342041,0.6733333333333333,0.865,0.8146928517023723,1.2462152989705404,0.7691666666666667,0.6733333333333333
0.275,0.8,1.3830709075927734,0.381673526763916,0.6366666666666667,0.8625,0.8823722171783447,1.3830709075927734,0.7495833333333334,0.6366666666666667
0.275,0.875,1.5471841176350911,0.3832323741912842,0.5983333333333334,0.8675,0.9652082459131877,1.5471841176350911,0.7329166666666667,0.5983333333333334
0.275,0.95,1.7409065246582032,0.38751270294189455,0.5583333333333333,0.87,1.064209613800049,1.7409065246582032,0.7141666666666666,0.5583333333333333
0.275,1.025,1.9656892395019532,0.39426392555236817,0.525,0.8725,1.1799765825271606,1.9656892395019532,0.69875,0.525
0.275,1.0999999999999999,2.2218125915527343,0.4032974147796631,0.4816666666666667,0.87,1.3125550031661986,2.2218125915527343,0.6758333333333333,0.4816666666666667
0.275,1.175,2.508206303914388,0.4144816017150879,0.43833333333333335,0.87,1.4613439528147378,2.508206303914388,0.6541666666666667,0.43833333333333335
0.275,1.25,2.822608210245768,0.4277422332763672,0.4033333333333333,0.87,1.6251752217610678,2.822608210245768,0.6366666666666667,0.4033333333333333
0.35,-0.25,0.737489242553711,1.3301898956298828,0.7866666666666666,0.6375,1.0338395690917968,1.3301898956298828,0.7120833333333333,0.6375
0.35,-0.175,0.7377203877766927,1.1453524017333985,0.785,0.6825,0.9415363947550456,1.1453524017333985,0.73375,0.6825
0.35,-0.1,0.7396981302897135,0.9870787048339844,0.7883333333333333,0.7175,0.8633884175618489,0.9870787048339844,0.7529166666666667,0.7175
0.35,-0.025000000000000022,0.7438896687825521,0.8541697692871094,0.7883333333333333,0.76,0.7990297190348308,0.8541697692871094,0.7741666666666667,0.76
0.35,0.04999999999999999,0.7508817672729492,0.7447416687011719,0.785,0.7775,0.7478117179870605,0.7508817672729492,0.78125,0.7775
0.35,0.125,0.7613803736368815,0.6562226867675781,0.7833333333333333,0.8,0.7088015302022298,0.7613803736368815,0.7916666666666667,0.7833333333333333
0.35,0.19999999999999996,0.7762223052978515,0.5856620788574218,0.7766666666666666,0.825,0.6809421920776366,0.7762223052978515,0.8008333333333333,0.7766666666666666
0.35,0.275,0.7964275614420573,0.5301391792297363,0.775,0.84,0.6632833703358968,0.7964275614420573,0.8075,0.775
0.35,0.35,0.823311513264974,0.48705520629882815,0.7716666666666666,0.8475,0.655183359781901,0.823311513264974,0.8095833333333333,0.7716666666666666
0.35,0.42499999999999993,0.8585908889770508,0.45421093940734864,0.765,0.8575,0.6564009141921997,0.8585908889770508,0.81125,0.765
0.35,0.5,0.9043932596842448,0.42975464820861814,0.755,0.8625,0.6670739539464314,0.9043932596842448,0.8087500000000001,0.755
0.35,0.575,0.9632078552246094,0.41213676452636716,0.7333333333333333,0.865,0.6876723098754882,0.9632078552246094,0.7991666666666666,0.7333333333333333
0.35,0.6499999999999999,1.0378225580851237,0.4001231956481934,0.7166666666666667,0.8675,0.7189728768666586,1.0378225580851237,0.7920833333333334,0.7166666666666667
0.35,0.725,1.1312840906778971,0.3927977466583252,0.6983333333333334,0.865,0.7620409186681112,1.1312840906778971,0.7816666666666667,0.6983333333333334
0.35,0.8,1.2469122187296549,0.38949155807495117,0.675,0.8675,0.818201888402303,1.2469122187296549,0.77125,0.675
0.35,0.875,1.3881078847249348,0.3896807670593262,0.6366666666666667,0.8675,0.8888943258921305,1.3881078847249348,0.7520833333333334,0.6366666666666667
0.35,0.95,1.5578828938802083,0.3929354953765869,0.6,0.8675,0.9754091946283976,1.5578828938802083,0.73375,0.6
0.35,1.025,1.7584060668945312,0.39892067909240725,0.555,0.8725,1.0786633729934691,1.7584060668945312,0.7137500000000001,0.555
0.35,1.0999999999999999,1.9906961822509766,0.40739317893981936,0.52,0.8675,1.199044680595398,1.9906961822509766,0.6937500000000001,0.52
0.35,1.175,2.2544920603434244,0.418189754486084,0.4716666666666667,0.87,1.3363409074147543,2.2544920603434244,0.6708333333333334,0.4716666666666667
0.35,1.25,2.548271509806315,0.4312160015106201,0.43166666666666664,0.87,1.4897437556584676,2.548271509806315,0.6508333333333334,0.43166666666666664
