alpha,beta,vehicle_loss,animal_loss,vehicle_acc,animal_acc,avg_loss,worst_loss,avg_acc,worst_acc
-0.25,1.025,7.565957641601562,1.3011480613991067,0.0,0.48518518518518516,4.433552851500334,7.565957641601562,0.24259259259259258,0.0
-0.25,1.0999999999999999,7.972554863823785,1.304951547693323,0.0,0.4777777777777778,4.638753205758554,7.972554863823785,0.2388888888888889,0.0
-0.25,1.175,8.352343241373697,1.3172326970983435,0.0,0.47129629629629627,4.834787969236021,8.352343241373697,0.23564814814814813,0.0
-0.25,1.25,8.704194641113281,1.338417371114095,0.0,0.4787037037037037,5.021306006113688,8.704194641113281,0.23935185185185184,0.0
-0.175,-0.25,1.4433432261149088,1.7256631215413412,0.5263888888888889,0.32685185185185184,1.584503173828125,1.7256631215413412,0.42662037037037037,0.32685185185185184
-0.175,-0.175,1.5164478302001954,1.6761219519155997,0.49027777777777776,0.3425925925925926,1.5962848910578975,1.6761219519155997,0.4164351851851852,0.3425925925925926
-0.175,-0.1,1.6111195034450956,1.6305261894508645,0.45416666666666666,0.3574074074074074,1.6208228464479801,1.6305261894508645,0.405787037037037,0.3574074074074074
-0.175,-0.025000000000000022,1.7324519263373481,1.588906916865596,0.4125,0.36944444444444446,1.660679421601472,1.7324519263373481,0.3909722222222222,0.36944444444444446
-0.175,0.04999999999999999,1.8866081237792969,1.551185021577058,0.37083333333333335,0.3814814814814815,1.7188965726781773,1.8866081237792969,0.37615740740740744,0.37083333333333335
-0.175,0.125,2.0807140350341795,1.5171775252730757,0.29583333333333334,0.3925925925925926,1.7989457801536277,2.0807140350341795,0.344212962962963,0.29583333333333334
-0.175,0.19999999999999996,2.322547446356879,1.4865098034894024,0.20972222222222223,0.39537037037037037,1.9045286249231408,2.322547446356879,0.3025462962962963,0.20972222222222223
-0.175,0.275,2.6183834499782987,1.458700829965097,0.13194444444444445,0.4,2.038542139971698,2.6183834499782987,0.2659722222222222,0.13194444444444445
