layer_id,expert_id,total_topk_fraction,dominant_source,base_instruct_weight,base_coder_weight,layer_chunk_weight_instruct,layer_chunk_weight_coder,layer_chunk_coder_coefficient,base_expected_delta,layer_chunk_expected_relative_delta,mechanism_risk_score,layer_importance_score,chunk_policy,trust_risk_flags,tensor_pattern
0,85,0.0397998553170965,instruct,0.5662804200747252,0.2837195799252748,0.5662804200747252,0.2837195799252748,1.0,0.3088845070385217,0.3088845070385217,0.3018456360615191,0.3793871702695348,coarse_shared_coefficients,,.*layers\.0\..*experts\.85\..*
0,86,0.2677966329994621,instruct,0.6934373699487862,0.1565626300512136,0.6934373699487862,0.1565626300512136,1.0,0.1726597562826874,0.1726597562826874,0.2770829661335255,0.3793871702695348,coarse_shared_coefficients,high_load_expert|shared_mixed_expert,.*layers\.0\..*experts\.86\..*
0,87,0.1471174898284878,instruct,0.6752898564144333,0.1747101435855667,0.6752898564144333,0.1747101435855667,1.0,0.1925022992120214,0.1925022992120214,0.2403904927227023,0.3793871702695348,coarse_shared_coefficients,shared_mixed_expert,.*layers\.0\..*experts\.87\..*
0,88,0.0359848484848484,instruct,0.85,0.0,0.85,0.0,1.0,0.0,0.0,0.1270984433995705,0.3793871702695348,coarse_shared_coefficients,,.*layers\.0\..*experts\.88\..*
0,89,0.0066287878787876,instruct,0.85,0.0,0.85,0.0,1.0,0.0,0.0,0.1550455056714879,0.3793871702695348,coarse_shared_coefficients,low_route_evidence,.*layers\.0\..*experts\.89\..*
0,90,0.0174513704686118,coder,0.0,0.6102025505251258,0.0,0.6102025505251258,1.0,0.65,0.65,0.4497591357793593,0.3793871702695348,coarse_shared_coefficients,delta_above_base_cap|low_route_evidence,.*layers\.0\..*experts\.90\..*
0,91,0.2602410312736018,instruct,0.661204233587149,0.188795766412851,0.661204233587149,0.188795766412851,1.0,0.1993511870246651,0.1993511870246651,0.2810610964749949,0.3793871702695348,coarse_shared_coefficients,high_load_expert|shared_mixed_expert,.*layers\.0\..*experts\.91\..*
0,92,0.0490173536141275,instruct,0.7666307815450761,0.0833692184549238,0.7666307815450761,0.0833692184549238,1.0,0.086452155362691,0.086452155362691,0.1770635318180336,0.3793871702695348,coarse_shared_coefficients,shared_mixed_expert,.*layers\.0\..*experts\.92\..*
0,93,0.1163319694997249,instruct,0.5671166474399287,0.2828833525600713,0.5671166474399287,0.2828833525600713,1.0,0.2875065720174747,0.2875065720174747,0.2853647967860232,0.3793871702695348,coarse_shared_coefficients,shared_mixed_expert,.*layers\.0\..*experts\.93\..*
0,95,0.0643260633160865,instruct,0.7295149094247692,0.1204850905752307,0.7295149094247692,0.1204850905752307,1.0,0.1345661895627193,0.1345661895627193,0.2182437963494506,0.3793871702695348,coarse_shared_coefficients,shared_mixed_expert,.*layers\.0\..*experts\.95\..*
0,97,0.1375401648661865,instruct,0.6919479446729188,0.1580520553270812,0.6919479446729188,0.1580520553270812,1.0,0.1590801936224822,0.1590801936224822,0.2273776388061169,0.3793871702695348,coarse_shared_coefficients,shared_mixed_expert,.*layers\.0\..*experts\.97\..*
0,98,0.2649649523747476,instruct,0.6369152480271657,0.2130847519728342,0.6369152480271657,0.2130847519728342,1.0,0.2403441948640398,0.2403441948640398,0.2311468189769038,0.3793871702695348,coarse_shared_coefficients,shared_mixed_expert,.*layers\.0\..*experts\.98\..*
0,99,0.002840909090909,instruct,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2536036033206013,0.3793871702695348,coarse_shared_coefficients,low_route_evidence,.*layers\.0\..*experts\.99\..*
0,100,0.1830691473779276,instruct,0.6649551949077109,0.1850448050922891,0.6649551949077109,0.1850448050922891,1.0,0.2058585249440338,0.2058585249440338,0.2309441823531572,0.3793871702695348,coarse_shared_coefficients,shared_mixed_expert,.*layers\.0\..*experts\.100\..*
0,101,0.0520332754587828,instruct,0.5753912428640616,0.2746087571359383,0.5753912428640616,0.2746087571359383,1.0,0.292589378145142,0.292589378145142,0.2851950085054965,0.3793871702695348,coarse_shared_coefficients,,.*layers\.0\..*experts\.101\..*
0,102,0.002840909090909,instruct,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2536036033206013,0.3793871702695348,coarse_shared_coefficients,low_route_evidence,.*layers\.0\..*experts\.102\..*
0,103,0.0699313015497662,coder,0.2101542288372735,0.6150805514185242,0.2101542288372735,0.6150805514185242,1.0,0.65,0.65,0.3987327936950626,0.3793871702695348,coarse_shared_coefficients,,.*layers\.0\..*experts\.103\..*
0,104,0.0351974235441974,instruct,0.7493771046275776,0.1006228953724223,0.7493771046275776,0.1006228953724223,1.0,0.1047503638838496,0.1047503638838496,0.196624302016621,0.3793871702695348,coarse_shared_coefficients,shared_mixed_expert,.*layers\.0\..*experts\.104\..*
0,105,0.3138453956592161,instruct,0.7047350417904246,0.1452649582095753,0.7047350417904246,0.1452649582095753,1.0,0.1615834729018505,0.1615834729018505,0.2640354662876182,0.3793871702695348,coarse_shared_coefficients,high_load_expert|shared_mixed_expert,.*layers\.0\..*experts\.105\..*
