candidate_id,benefit_gain,curvature_gain,interference_gain,step_size,group_count,scaled_group_count,restored_group_count,max_predicted_relative_delta,p99_predicted_relative_delta,hard_cap_violation_count,nonbase_mass_retention,route_mass_weighted_predicted_delta,risk_weighted_predicted_delta,benefit_weighted_scale,mean_mechanistic_loss_proxy,mean_scale,min_scale,high_benefit_low_risk_group_count,high_benefit_low_risk_mean_scale,high_interference_low_benefit_group_count,high_interference_low_benefit_mean_scale,high_subspace_group_count,high_subspace_mean_scale,mechanistic_objective,passes_hard_cap
s0.08_b1.15_h0.75_i1.25,1.15,0.75,1.25,0.08,5243,5211,22,0.65,0.6250943650953068,0,0.9468801081720333,0.21100760366540613,0.22600642202785579,0.9571643353066581,0.027237882466086147,0.9479301622722479,0.42314128794486433,186,0.8481308766851945,314,0.9516454478455805,1139,0.9245819789174059,0.22274516844999553,True
s0.08_b0.90_h1.25_i1.00,0.9,1.25,1.0,0.08,5243,5240,1,0.6421785355863255,0.6205131085068066,0,0.9466615444676475,0.21096341365012625,0.22596059217353034,0.9573502007669591,0.02731055949467329,0.948614933162562,0.4187280502792541,186,0.8426884922387788,314,0.952530117719869,1139,0.9254302092632579,0.22319968802016224,True
s0.08_b1.15_h1.00_i1.25,1.15,1.0,1.25,0.08,5243,5228,9,0.65,0.6233350616150373,0,0.9464002415368886,0.21090061093549553,0.2258912859879169,0.9568130751520257,0.02721392308785837,0.9476393181392561,0.42128371519770447,186,0.846011286404798,314,0.9514091668129226,1139,0.9243023065915946,0.22379703207390783,True
s0.08_b1.15_h1.25_i1.25,1.15,1.25,1.25,0.08,5243,5238,2,0.6472943101741877,0.6219469090679065,0,0.9459618038678499,0.21080293913010442,0.22578566757074114,0.9564871256085029,0.027191186304526205,0.9473804356585154,0.41989044269197506,186,0.8442383273285897,314,0.9511828209675658,1139,0.9240568141118052,0.22475846857504655,True
s0.12_b1.15_h1.25_i0.75,1.15,1.25,0.75,0.12,5243,5194,18,0.65,0.622893876671169,0,0.9453880942215603,0.21057691501262907,0.22534861516152588,0.9566508066312233,0.02696831409068219,0.9447054052040522,0.41479693284417907,186,0.8471921635166513,314,0.9413533472991118,1139,0.9172272012778158,0.22511988945209255,True
s0.16_b1.40_h1.00_i0.75,1.4,1.0,0.75,0.16,5243,5062,78,0.65,0.6337923849056272,0,0.9444226371605949,0.21027246795596627,0.22485747031016173,0.9556342882981744,0.026552969613331347,0.939899765382192,0.41639959587536296,186,0.8573305753587471,314,0.9292226565467685,1139,0.9079827730141962,0.22654280860648238,True
s0.12_b1.40_h0.75_i1.00,1.4,0.75,1.0,0.12,5243,5128,82,0.65,0.6333183949869859,0,0.9438692436795408,0.21023572177772915,0.22497872617418782,0.954225025436868,0.026637312647604675,0.9419765310402772,0.4229665108180804,186,0.8559799327370246,314,0.9379605605403967,1139,0.9142328517225138,0.22864423861189498,True
s0.08_b0.90_h0.75_i1.25,0.9,0.75,1.25,0.08,5243,5239,2,0.6482792473281949,0.6218600240339598,0,0.9438454113828301,0.2103399627104358,0.22529283988348187,0.954159446587428,0.02698269189932462,0.945896359790382,0.4209414584423977,186,0.8435610167276938,314,0.9497200146191596,1139,0.9229031251169039,0.22959530314187282,True
s0.16_b1.40_h1.25_i0.75,1.4,1.25,0.75,0.16,5243,5102,49,0.65,0.6282495378673522,0,0.9427713340492806,0.20989803183743355,0.22443825306927911,0.9543840713115712,0.026456184384728996,0.9389422471383465,0.412177014042474,186,0.8522736572598257,314,0.9282014502634885,1139,0.907026210868117,0.2301254040694151,True
s0.08_b0.90_h1.00_i1.25,0.9,1.0,1.25,0.08,5243,5240,1,0.6441228694321646,0.6203182466178073,0,0.9434284507800389,0.21024711319600567,0.22519290536148795,0.9538532356842011,0.026961771649203384,0.9456446842605007,0.4193980751720188,186,0.8417848013464744,314,0.9495090148434199,1139,0.9226606534091106,0.23050977027252334,True
s0.12_b1.40_h1.00_i1.00,1.4,1.0,1.0,0.12,5243,5161,53,0.65,0.6282917712128165,0,0.9428351107702667,0.21000267180910373,0.22472283033364973,0.9534595585001279,0.026582743473060923,0.9413541132144971,0.41919784886052397,186,0.8519094770441905,314,0.9374142531389151,1139,0.91361830335816,0.23089822098674181,True
s0.08_b0.90_h1.25_i1.25,0.9,1.25,1.25,0.08,5243,5240,1,0.6406031418432495,0.6190476311578769,0,0.9430457428541289,0.21016196243373428,0.22510097559103298,0.9535683251041599,0.026941887256547045,0.9454188661606875,0.41824046049463426,186,0.8402629684225323,314,0.9493068700531523,1139,0.9224472529432302,0.23134955210920238,True
s0.12_b1.40_h1.25_i1.00,1.4,1.25,1.0,0.12,5243,5190,29,0.65,0.624636220394885,0,0.9418903086873136,0.20979046783490515,0.22448987651812388,0.9527498847735103,0.02653138368629554,0.9407993136920993,0.41642783124503396,186,0.8483851643427904,314,0.9368945844222389,1139,0.9130843599782661,0.23296135369058035,True
s0.12_b0.90_h0.75_i0.75,0.9,0.75,0.75,0.12,5243,5200,26,0.65,0.6245033836410036,0,0.9415412458579292,0.20973466107428657,0.22445144288848937,0.9522228428116155,0.026559478110336206,0.9419118634027903,0.41739006463603656,186,0.8473445167023954,314,0.938550001730876,1139,0.9150353064579297,0.23394811738476218,True
s0.12_b1.65_h0.75_i1.25,1.65,0.75,1.25,0.12,5243,5123,93,0.65,0.6351062541929029,0,0.9411215096954771,0.2096188026324544,0.22430433809658235,0.951249735550258,0.02631311185279149,0.9390573618884754,0.4243994509108251,186,0.8565637435974439,314,0.9346851618912108,1139,0.9112124593273291,0.23479304561268705,True
s0.12_b0.90_h1.00_i0.75,0.9,1.0,0.75,0.12,5243,5219,10,0.65,0.6211256836492022,0,0.9404307362645056,0.20948526260867956,0.2241767506063226,0.9513864322675907,0.026497932512978252,0.9412617999696603,0.41425573354917145,186,0.8434357359148769,314,0.9378940115494424,1139,0.9143925069233987,0.2363715014938528,True
s0.12_b1.65_h1.00_i1.25,1.65,1.0,1.25,0.12,5243,5154,62,0.65,0.6304957311505729,0,0.9402374721176104,0.20941975450396938,0.22408750992351956,0.9506039288637319,0.0262687419254309,0.9385138002620378,0.42067052335974253,186,0.8527365919768111,314,0.9342548965714698,1139,0.910681348984559,0.23672200402520152,True
s0.16_b1.65_h0.75_i1.00,1.65,0.75,1.0,0.16,5243,5041,139,0.65,0.6450863584607912,0,0.9397711222101301,0.20922823352489459,0.22371157434395864,0.9500954066186383,0.025916017435545505,0.9346126386817679,0.42410712189249145,186,0.8625457228706783,314,0.92281763589541,1139,0.9024467758048765,0.23703361049515442,True
s0.12_b1.65_h1.25_i1.25,1.65,1.25,1.25,0.12,5243,5180,38,0.65,0.6262872388837,0,0.9394305419072292,0.20923850520393666,0.223889573086918,0.9500053580343754,0.0262268262732208,0.9380307752872694,0.4178736411161137,186,0.8494837278434415,314,0.9338427746381665,1139,0.9102168342231458,0.238484802677951,True
s0.12_b0.90_h1.25_i0.75,0.9,1.25,0.75,0.12,5243,5234,1,0.6457881625547214,0.6183244314958258,0,0.9394125718275242,0.20925746920078825,0.22392584840333485,0.9506062233597345,0.02644017066804222,0.9406874273660104,0.41200512039956705,186,0.8402050331754295,314,0.937275952122396,1139,0.9138362091794007,0.23859872604862375,True
s0.16_b1.65_h1.00_i1.00,1.65,1.0,1.0,0.16,5243,5098,86,0.65,0.6365459771133996,0,0.9383008697239339,0.20889383373900156,0.2233387517039574,0.9490086868556497,0.025836668726179273,0.933726421198967,0.4183552880440434,186,0.8576165768705022,314,0.9220188464073392,1139,0.9015317107942925,0.24022077339360867,True
s0.12_b1.15_h0.75_i1.00,1.15,0.75,1.0,0.12,5243,5188,38,0.65,0.6265587153994447,0,0.938658263904371,0.20908345733861827,0.22373684028911475,0.9490354910069012,0.026190582126518553,0.9384635388309962,0.4193966954598566,186,0.848987084732836,314,0.9345282393810246,1139,0.9112824912845736,0.24038084278883073,True
s0.16_b1.15_h0.75_i0.75,1.15,0.75,0.75,0.16,5243,5132,69,0.65,0.6319242638462453,0,0.9382551808732121,0.2089053339745337,0.22337439011418736,0.9490142928819828,0.0259413600201034,0.9355134502583144,0.4170961542602661,186,0.8544168507524014,314,0.9246669173165833,1139,0.9043382041266004,0.24049681866786826,True
s0.12_b1.15_h1.00_i1.00,1.15,1.0,1.0,0.12,5243,5209,20,0.65,0.6230196778719151,0,0.9377376313740348,0.2088767609518845,0.22351103492713206,0.9483538548160689,0.02614241497230505,0.9379075484704663,0.4161732469310798,186,0.8452613891711541,314,0.9340347166941145,1139,0.9107392883954575,0.24239134501108647,True
s0.16_b1.65_h1.25_i1.00,1.65,1.25,1.0,0.16,5243,5130,59,0.65,0.6300677083118296,0,0.9369449945579934,0.20858700462250573,0.22299837905533113,0.9479942331754988,0.025762135012237092,0.9329253337478925,0.4141276122108139,186,0.8529601101866268,314,0.921259051124609,1139,0.9007385106932743,0.24316900138129707,True
s0.16_b1.15_h1.00_i0.75,1.15,1.0,0.75,0.16,5243,5167,37,0.65,0.6259322028582687,0,0.9365894532297571,0.2085289251516613,0.22295624692561344,0.9477611227637646,0.025848895862573912,0.9345362122372635,0.41206629713250537,186,0.8488029416475865,314,0.9236875661208716,1139,0.9033540343059352,0.24412075563805138,True
s0.12_b1.15_h1.25_i1.00,1.15,1.25,1.0,0.12,5243,5221,10,0.65,0.620484452408084,0,0.936888200464867,0.20868683700060953,0.22330364445044548,0.9477146665877225,0.02609694724783819,0.9374132379180788,0.413803968575022,186,0.8421098918176206,314,0.9335652257228099,1139,0.9102663017114336,0.24425088461107908,True
s0.12_b1.40_h0.75_i1.25,1.4,0.75,1.25,0.12,5243,5170,55,0.65,0.6288952337942603,0,0.9366519124183512,0.20863109360000406,0.22324256108846102,0.9468112588711067,0.025934803519046173,0.9360288925052447,0.4210997066571252,186,0.850346089561242,314,0.9317970120515794,1139,0.908694178626576,0.24486554227212934,True
s0.12_b1.40_h1.00_i1.25,1.4,1.0,1.25,0.12,5243,5197,32,0.65,0.62470905837474,0,0.9358588777327072,0.20845306349178944,0.22304917669841232,0.9462315011328379,0.025895188453881293,0.9355401164423586,0.41784206332121404,186,0.8468564218239003,314,0.9314046686172154,1139,0.9082188692108326,0.2465982668968289,True
s0.16_b1.15_h1.25_i0.75,1.15,1.25,0.75,0.16,5243,5194,18,0.65,0.6219041820891336,0,0.9350695586242498,0.20818689111462688,0.22257681649536062,0.9465992683144999,0.025762324623249087,0.9336678290949789,0.40845459744965795,186,0.8439394049590431,314,0.9227649233612006,1139,0.9025048880702302,0.2474357401377559,True
s0.12_b1.40_h1.25_i1.25,1.4,1.25,1.25,0.12,5243,5214,17,0.65,0.6221061424680205,0,0.9351276750758797,0.20828944316342776,0.22287149363470532,0.9456891338685931,0.02585768836185094,0.9351017653399967,0.41539866782010254,186,0.8438114485071568,314,0.9310288482665461,1139,0.9078024924702836,0.24819894943747373,True
s0.16_b1.40_h0.75_i1.00,1.4,0.75,1.0,0.16,5243,5128,82,0.65,0.6345840710501984,0,0.9330273291077794,0.2077288838107292,0.2220821611936266,0.9433560901850379,0.025329033165408715,0.9300112546120916,0.4193473680815264,186,0.8551469125241153,314,0.9182412076829138,1139,0.8985124219964945,0.25218421155085746,True
s0.12_b0.90_h0.75_i1.00,0.9,0.75,1.0,0.12,5243,5227,10,0.65,0.6211167203334752,0,0.9333901655461806,0.20792162124497113,0.222489008361924,0.9437964535409579,0.025747425324386883,0.9349320772615597,0.4158268801016328,186,0.8415301376346053,314,0.9310959182216528,1139,0.9083321308466333,0.25226516142227057,True
s0.12_b0.90_h1.00_i1.00,0.9,1.0,1.0,0.12,5243,5238,2,0.6489392507016897,0.618317491963251,0,0.9325730566036542,0.20773914787991715,0.2222907109553949,0.9431890946499205,0.025705448670952865,0.9344485866464131,0.4131486450016357,186,0.8383587740110322,314,0.930655180249314,1139,0.9078602734327554,0.2540549376758318,True
s0.12_b1.15_h0.75_i1.25,1.15,0.75,1.25,0.12,5243,5211,22,0.65,0.6232560299840503,0,0.9321502192339857,0.20763823550653399,0.22217776555867103,0.9423447305552309,0.025559192816401944,0.9329877185635753,0.4177999624034253,186,0.8437645593629586,314,0.9289088622119481,1139,0.906175897925823,0.2550224492244735,True
s0.16_b1.40_h1.00_i1.00,1.4,1.0,1.0,0.16,5243,5161,53,0.65,0.6287367871150653,0,0.9316537182945042,0.20741908369267295,0.22174143986147937,0.9423381386545295,0.025257637479160863,0.9291879423127207,0.41432248547145123,186,0.8499050638681808,314,0.9175127978142719,1139,0.897693024177356,0.25517827597402454,True
s0.12_b0.90_h1.25_i1.00,0.9,1.25,1.0,0.12,5243,5240,1,0.6432428588699566,0.6157552685955092,0,0.9318238264876151,0.2075722025978624,0.22210910718513494,0.9426242709075822,0.025665814948207903,0.9340163922767054,0.41118010590501,186,0.8356437547958419,314,0.9302358670233809,1139,0.9074482434446012,0.25569826604899526,True
s0.12_b1.15_h1.00_i1.25,1.15,1.0,1.25,0.12,5243,5228,9,0.65,0.6202739144177514,0,0.9314305509259366,0.2074777690393241,0.2220050713825352,0.9418179072454091,0.025524168626472773,0.932551612729438,0.41501360328268555,186,0.8405896943484429,314,0.9285544406629613,1139,0.9057563894371062,0.2566008389427465,True
s0.16_b1.40_h1.25_i1.00,1.4,1.25,1.0,0.16,5243,5190,29,0.65,0.6234243307558323,0,0.9304028307239645,0.20713775410127552,0.22143157865907215,0.941396463320295,0.025190511469395247,0.9284575860060469,0.41062912865079787,186,0.8454702835567385,314,0.9168199061920369,1139,0.8969810996708307,0.2579090859011022,True
s0.12_b1.15_h1.25_i1.25,1.15,1.25,1.25,0.12,5243,5238,2,0.65,0.6180093969497039,0,0.9307739721985463,0.20733144854107025,0.22184670618342017,0.9413295337750512,0.025490953332497603,0.9321643960274559,0.4129236945240914,186,0.8379614605797979,314,0.9282149218949258,1139,0.9053881507174216,0.2580412335045083,True
s0.16_b0.90_h0.75_i0.75,0.9,0.75,0.75,0.16,5243,5200,26,0.65,0.6229674426103334,0,0.9299398863141112,0.20706379165796054,0.22138054526048842,0.9406950407780169,0.025226971200236186,0.9299424946567626,0.41191210650546795,186,0.8441252903489284,314,0.9190271292702191,1139,0.8995823616437159,0.2592177878337045,True
s0.16_b1.65_h0.75_i1.25,1.65,0.75,1.25,0.16,5243,5123,93,0.65,0.6377464478383212,0,0.9293571921185556,0.20690505938427536,0.22118228765691128,0.9393856991177799,0.024905416089191428,0.9261106226603418,0.4212579548718527,186,0.8556883655038193,314,0.9138740094839991,1139,0.8944852321362482,0.26040669132867544,True
s0.16_b0.90_h1.00_i0.75,0.9,1.0,0.75,0.16,5243,5219,10,0.65,0.6192931900346229,0,0.9284611074330765,0.2067315852356266,0.22101442907553673,0.9395807727017012,0.025146646046261056,0.9290774903065829,0.40773299838964777,186,0.8389628243806666,314,0.9181524756949748,1139,0.8987252955976744,0.26244607591222696,True
s0.16_b1.65_h1.00_i1.25,1.65,1.0,1.25,0.16,5243,5154,62,0.65,0.6313187419805,0,0.9281883178258433,0.20664152300643812,0.22089418368033176,0.9385296741821528,0.02484744537996386,0.9253984511976304,0.4162860514704093,186,0.8509400298172786,314,0.9133003223910111,1139,0.8937770850125547,0.26295634040921695,True
s0.16_b1.65_h1.25_i1.25,1.65,1.25,1.25,0.16,5243,5180,38,0.65,0.6261853891507639,0,0.9271173674229257,0.20640074421162222,0.22063068495023305,0.9377341034300142,0.024792720690249806,0.9247608549888985,0.4125568751455708,186,0.8467843274668647,314,0.9127508264799402,1139,0.893157731997337,0.2652959202320545,True
s0.12_b0.90_h0.75_i1.25,0.9,0.75,1.25,0.12,5243,5239,2,0.65,0.6182579292028839,0,0.9275989911341783,0.2066369157626176,0.22110744192770704,0.937837814722437,0.02518632262461025,0.9299378792432658,0.41450021814972543,186,0.8369341353527877,314,0.9260207123723168,1139,0.9036576172250697,0.26530556094519536,True
s0.16_b0.90_h1.25_i0.75,0.9,1.25,0.75,0.16,5243,5234,1,0.6477009203999406,0.6152245536772395,0,0.9271044356274613,0.20642801368283306,0.22067994382100603,0.9385409443177416,0.025071326214198015,0.9283125648432556,0.4047321808568419,186,0.8346807218590215,314,0.9173283964589128,1139,0.8979835652723435,0.2654152389300101,True
s0.12_b0.90_h1.00_i1.25,0.9,1.0,1.25,0.12,5243,5240,1,0.6461593596387152,0.615897571996459,0,0.9269741859562021,0.20649775191668157,0.22095757696707133,0.9373788232834452,0.025155837527672035,0.9295610189236138,0.41218514324415706,186,0.834288218457385,314,0.9257042127087071,1139,0.9032939096633799,0.2666765937752061,True
s0.16_b1.15_h0.75_i1.00,1.15,0.75,1.0,0.16,5243,5188,38,0.65,0.6265036793644647,0,0.9260889323275567,0.20619423918071475,0.2204271434061596,0.9364415937430149,0.024745255635312987,0.9253395367998157,0.41458761427056134,186,0.8461690347976578,314,0.9136647794704179,1139,0.8945786080792407,0.2678217591195611,True
s0.12_b0.90_h1.25_i1.25,0.9,1.25,1.25,0.12,5243,5240,1,0.6408797682553425,0.6139059202658123,0,0.926400124067337,0.2063700257732745,0.22081968231138885,0.9369514574133833,0.025126883254846452,0.9292222917738939,0.4104487212280803,186,0.8320054690714718,314,0.9254009955233057,1139,0.9029738089645596,0.2679371388463838,True
s0.16_b1.15_h1.00_i1.00,1.15,1.0,1.0,0.16,5243,5209,20,0.65,0.6212936001967738,0,0.9248688463248218,0.20592000107043776,0.2201267013028726,0.935536616692918,0.024682459726771674,0.9246040187622493,0.41028968289885903,186,0.8413650009809219,314,0.9130067492212045,1139,0.8938543375604195,0.2704859107525676,True
s0.16_b1.15_h1.25_i1.00,1.15,1.25,1.0,0.16,5243,5221,10,0.65,0.6181494712969686,0,0.9237377263668919,0.20566701775819987,0.2198502875343672,0.9346850851285435,0.024623242466632833,0.9239460742378076,0.4071306450907819,186,0.8371950322509915,314,0.9123807612594651,1139,0.8932236886483873,0.2729631635090868,True
s0.16_b1.40_h0.75_i1.25,1.4,0.75,1.25,0.16,5243,5170,55,0.65,0.6293822461515921,0,0.9234084862670467,0.205590135112931,0.2197676629828696,0.9334732455163705,0.024411804334907476,0.9220865482159872,0.4168582958669195,186,0.847789545372861,314,0.9100231430311574,1139,0.8911275245352439,0.2738217890029231,True
s0.16_b1.40_h1.00_i1.25,1.4,1.0,1.25,0.16,5243,5197,32,0.65,0.623633823606227,0,0.9223581823546075,0.20535404094301857,0.21951040652268147,0.9327038472780503,0.024360193232592003,0.921443529419658,0.412514771419038,186,0.8433814022667612,314,0.9095000184520055,1139,0.890493778647586,0.2761161926849244,True
s0.16_b1.40_h1.25_i1.25,1.4,1.25,1.25,0.16,5243,5214,17,0.65,0.6200738784439876,0,0.9213895909009532,0.20513702732017322,0.21927402962401304,0.9319839954611465,0.024311383794088797,0.9208635945054066,0.4092569107508893,186,0.839449221092603,314,0.908998924651113,1139,0.8899386096601875,0.2782362714600614,True
s0.16_b0.90_h0.75_i1.00,0.9,0.75,1.0,0.16,5243,5227,10,0.65,0.6187205175657454,0,0.9190736798086433,0.20464673008401538,0.21876410608300528,0.9294608010661907,0.024167915406703787,0.9206378600291153,0.40982786045959635,186,0.8364220266736381,314,0.9090883512579219,1139,0.890644794161987,0.2836595680953485,True
s0.16_b0.90_h1.00_i1.00,0.9,1.0,1.0,0.16,5243,5238,2,0.65,0.6149394614367915,0,0.9179845768058212,0.2044034975034815,0.21849973129562356,0.9286511811718431,0.02411339536601798,0.9199935916534894,0.4062568803262668,186,0.8322044162160969,314,0.9085007006281369,1139,0.8900156509434831,0.28604646175797793,True
s0.16_b1.15_h0.75_i1.25,1.15,0.75,1.25,0.16,5243,5211,22,0.65,0.6223293029629297,0,0.9174193538175394,0.2042686979109807,0.2183490349085827,0.9275246333319331,0.023922983008767846,0.9180443317702552,0.41245863686198636,186,0.8393716582084231,314,0.9061722765783157,1139,0.8877698169342398,0.2873445839995431,True
s0.16_b0.90_h1.25_i1.00,0.9,1.25,1.0,0.16,5243,5240,1,0.6443071821535877,0.6120247212978743,0,0.9169861085075826,0.2041809915455986,0.21825762219673947,0.9278983410482052,0.024061959367427204,0.9194178513908486,0.40363216153076587,186,0.8285990173529046,314,0.9079416163268925,1139,0.889466277625944,0.288237733043513,True
s0.16_b1.15_h1.00_i1.25,1.15,1.0,1.25,0.16,5243,5228,9,0.65,0.6183371568988764,0,0.9164608603149846,0.20405492714315263,0.21811885677715356,0.9268227393387922,0.0238775039859232,0.9174639073196198,0.40874349136766663,186,0.835168102292088,314,0.9056997145129998,1139,0.8872104722826175,0.28944773563242143,True
s0.16_b1.15_h1.25_i1.25,1.15,1.25,1.25,0.16,5243,5238,2,0.65,0.6146483704008042,0,0.9155854220117974,0.20385983314548087,0.21790770317833355,0.9261715747116486,0.02383441095127768,0.9169476183836437,0.40595694635620777,186,0.8316637906005614,314,0.9052470228222861,1139,0.8867194873230381,0.29136945573875883,True
s0.16_b0.90_h0.75_i1.25,0.9,0.75,1.25,0.16,5243,5239,2,0.65,0.6151871577361958,0,0.9113521139259735,0.2029337894408773,0.21692201750404932,0.9215159493081627,0.023439048462310725,0.9139789293380566,0.40805897785705314,186,0.8302940236312144,314,0.9023214101254738,1139,0.8844121093332357,0.30106603744789084,True
s0.16_b0.90_h1.00_i1.25,0.9,1.0,1.25,0.16,5243,5240,1,0.6481958498452659,0.6117207208549383,0,0.9105199211323652,0.20274839063735747,0.21672224857265468,0.9209044108826895,0.023399595270271356,0.9134773535867267,0.4049722113162953,186,0.8267916355682956,314,0.901899410573994,1139,0.8839271659176491,0.30289310914201933,True
s0.16_b0.90_h1.25_i1.25,0.9,1.25,1.25,0.16,5243,5240,1,0.6411563946674357,0.6090526632818353,0,0.9097545052805451,0.20257808911281472,0.21653838903174472,0.9203345897226067,0.023362152661382495,0.9130257173871001,0.4026569819615263,186,0.8237479697204114,314,0.9014951209934592,1139,0.8835003649858887,0.30457499899180157,True
