pattern,layer,expert,old_nonbase_weight,new_nonbase_weight,delta_scale,scaled,max_relative_delta_norm,predicted_max_relative_delta_norm
.*layers\.27\..*experts\.26\..*,27.0,26.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.27\..*experts\.27\..*,27.0,27.0,0.466044,0.466044,1.0,False,0.5934010852617244,0.5934010852617244
.*layers\.27\..*experts\.28\..*,27.0,28.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.27\..*experts\.29\..*,27.0,29.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.27\..*experts\.30\..*,27.0,30.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.27\..*experts\.31\..*,27.0,31.0,0.582816,0.5411857797845039,0.9285705604933698,True,0.7000006543979176,0.65
.*layers\.27\..*experts\.32\..*,27.0,32.0,0.301443,0.301443,1.0,False,0.3321590678227323,0.3321590678227323
.*layers\.27\..*experts\.33\..*,27.0,33.0,0.0917442,0.0917442,1.0,False,0.1162067020611012,0.1162067020611012
.*layers\.27\..*experts\.34\..*,27.0,34.0,0.215412,0.215412,1.0,False,0.2435393471673865,0.2435393471673865
.*layers\.27\..*experts\.35\..*,27.0,35.0,0.338016,0.338016,1.0,False,0.3171506494752447,0.3171506494752447
.*layers\.27\..*experts\.37\..*,27.0,37.0,0.10707,0.10707,1.0,False,0.1315494572087228,0.1315494572087228
.*layers\.27\..*experts\.40\..*,27.0,40.0,0.376429,0.376429,1.0,False,0.3676624791601768,0.3676624791601768
.*layers\.27\..*experts\.41\..*,27.0,41.0,0.107729,0.107729,1.0,False,0.122215421028731,0.122215421028731
.*layers\.27\..*experts\.42\..*,27.0,42.0,0.65,0.65,1.0,False,0.61578531806768,0.61578531806768
.*layers\.27\..*experts\.45\..*,27.0,45.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.27\..*experts\.46\..*,27.0,46.0,0.173775,0.173775,1.0,False,0.2021517174085885,0.2021517174085885
.*layers\.27\..*experts\.48\..*,27.0,48.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.27\..*experts\.49\..*,27.0,49.0,0.162213,0.162213,1.0,False,0.1767188420014913,0.1767188420014913
.*layers\.27\..*experts\.50\..*,27.0,50.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.27\..*experts\.51\..*,27.0,51.0,0.275709,0.275709,1.0,False,0.346013553022656,0.346013553022656
.*layers\.27\..*experts\.53\..*,27.0,53.0,0.17217,0.17217,1.0,False,0.1936936899118953,0.1936936899118953
.*layers\.27\..*experts\.54\..*,27.0,54.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.27\..*experts\.55\..*,27.0,55.0,0.108898,0.108898,1.0,False,0.0980014720190373,0.0980014720190373
.*layers\.27\..*experts\.56\..*,27.0,56.0,0.299807,0.299807,1.0,False,0.3239926284511334,0.3239926284511334
.*layers\.27\..*experts\.58\..*,27.0,58.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.27\..*experts\.59\..*,27.0,59.0,0.123593,0.123593,1.0,False,0.1410402716585756,0.1410402716585756
.*layers\.27\..*experts\.60\..*,27.0,60.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.27\..*experts\.61\..*,27.0,61.0,0.257164,0.257164,1.0,False,0.2723050805837769,0.2723050805837769
.*layers\.27\..*experts\.64\..*,27.0,64.0,0.0572741,0.0572741,1.0,False,0.0727890476303341,0.0727890476303341
.*layers\.27\..*experts\.65\..*,27.0,65.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.27\..*experts\.66\..*,27.0,66.0,0.407516,0.407516,1.0,False,0.4073295404714004,0.4073295404714004
.*layers\.27\..*experts\.67\..*,27.0,67.0,0.409606,0.409606,1.0,False,0.3902702064094883,0.3902702064094883
.*layers\.27\..*experts\.69\..*,27.0,69.0,0.381953,0.381953,1.0,False,0.4062188015252027,0.4062188015252027
.*layers\.27\..*experts\.70\..*,27.0,70.0,0.164768,0.164768,1.0,False,0.191464616872511,0.191464616872511
.*layers\.27\..*experts\.71\..*,27.0,71.0,0.0651284,0.0651284,1.0,False,0.0627281148718423,0.0627281148718423
.*layers\.27\..*experts\.72\..*,27.0,72.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.27\..*experts\.73\..*,27.0,73.0,0.121341,0.121341,1.0,False,0.1459550801975505,0.1459550801975505
.*layers\.27\..*experts\.75\..*,27.0,75.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.27\..*experts\.76\..*,27.0,76.0,0.336735,0.336735,1.0,False,0.3718025864590453,0.3718025864590453
.*layers\.27\..*experts\.77\..*,27.0,77.0,0.137351,0.137351,1.0,False,0.1458920859361075,0.1458920859361075
.*layers\.27\..*experts\.78\..*,27.0,78.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.27\..*experts\.79\..*,27.0,79.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.27\..*experts\.80\..*,27.0,80.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.27\..*experts\.81\..*,27.0,81.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.27\..*experts\.82\..*,27.0,82.0,0.118546,0.118546,1.0,False,0.1197316282907242,0.1197316282907242
.*layers\.27\..*experts\.84\..*,27.0,84.0,0.323138,0.323138,1.0,False,0.4030087189209599,0.4030087189209599
.*layers\.27\..*experts\.85\..*,27.0,85.0,0.207317,0.207317,1.0,False,0.2394673183675655,0.2394673183675655
.*layers\.27\..*experts\.86\..*,27.0,86.0,0.132448,0.132448,1.0,False,0.1452250688788124,0.1452250688788124
.*layers\.27\..*experts\.87\..*,27.0,87.0,0.0852051,0.0852051,1.0,False,0.0997954685572429,0.0997954685572429
.*layers\.27\..*experts\.88\..*,27.0,88.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.27\..*experts\.89\..*,27.0,89.0,0.127736,0.127736,1.0,False,0.1363598679188753,0.1363598679188753
.*layers\.27\..*experts\.90\..*,27.0,90.0,0.232878,0.232878,1.0,False,0.2695133449204118,0.2695133449204118
.*layers\.27\..*experts\.91\..*,27.0,91.0,0.20948,0.20948,1.0,False,0.1932270488167161,0.1932270488167161
.*layers\.27\..*experts\.94\..*,27.0,94.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.27\..*experts\.95\..*,27.0,95.0,0.598055,0.598055,1.0,False,0.5438668196563896,0.5438668196563896
.*layers\.27\..*experts\.96\..*,27.0,96.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.27\..*experts\.98\..*,27.0,98.0,0.315318,0.315318,1.0,False,0.3072972515075259,0.3072972515075259
.*layers\.27\..*experts\.100\..*,27.0,100.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.27\..*experts\.101\..*,27.0,101.0,0.131089,0.131089,1.0,False,0.1395724977511319,0.1395724977511319
.*layers\.27\..*experts\.102\..*,27.0,102.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.27\..*experts\.103\..*,27.0,103.0,0.175934,0.175934,1.0,False,0.2044113130707576,0.2044113130707576
.*layers\.27\..*experts\.104\..*,27.0,104.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.27\..*experts\.105\..*,27.0,105.0,0.262816,0.262816,1.0,False,0.2728904401340389,0.2728904401340389
.*layers\.27\..*experts\.106\..*,27.0,106.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.27\..*experts\.107\..*,27.0,107.0,0.168754,0.168754,1.0,False,0.2166657542059618,0.2166657542059618
.*layers\.27\..*experts\.109\..*,27.0,109.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.27\..*experts\.110\..*,27.0,110.0,0.160232,0.160232,1.0,False,0.2121892071321692,0.2121892071321692
.*layers\.27\..*experts\.111\..*,27.0,111.0,0.235908,0.235908,1.0,False,0.3012622755421554,0.3012622755421554
.*layers\.27\..*experts\.112\..*,27.0,112.0,0.0516497,0.0516497,1.0,False,0.0634840059888533,0.0634840059888533
.*layers\.27\..*experts\.113\..*,27.0,113.0,0.65,0.65,1.0,False,0.6225333171160665,0.6225333171160665
.*layers\.27\..*experts\.114\..*,27.0,114.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.27\..*experts\.115\..*,27.0,115.0,0.280643,0.280643,1.0,False,0.3275211466212044,0.3275211466212044
.*layers\.27\..*experts\.116\..*,27.0,116.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.27\..*experts\.117\..*,27.0,117.0,0.294632,0.294632,1.0,False,0.375765266284967,0.375765266284967
.*layers\.27\..*experts\.119\..*,27.0,119.0,0.614834,0.5709156404947452,0.9285687526954352,True,0.7000020172046388,0.65
.*layers\.27\..*experts\.120\..*,27.0,120.0,0.0669839,0.0669839,1.0,False,0.0782878302049782,0.0782878302049782
.*layers\.27\..*experts\.121\..*,27.0,121.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.27\..*experts\.122\..*,27.0,122.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.27\..*experts\.123\..*,27.0,123.0,0.585815,0.585815,1.0,False,0.579382402104383,0.579382402104383
.*layers\.27\..*experts\.124\..*,27.0,124.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.27\..*experts\.125\..*,27.0,125.0,0.489057,0.489057,1.0,False,0.6211009430717631,0.6211009430717631
.*layers\.27\..*experts\.126\..*,27.0,126.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.27\..*experts\.127\..*,27.0,127.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.28\..*experts\.0\..*,28.0,0.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.28\..*experts\.1\..*,28.0,1.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.28\..*experts\.2\..*,28.0,2.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.28\..*experts\.3\..*,28.0,3.0,0.116005,0.116005,1.0,False,0.1106893054100224,0.1106893054100224
.*layers\.28\..*experts\.4\..*,28.0,4.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.28\..*experts\.6\..*,28.0,6.0,0.53547,0.5301445513331953,0.9900546273987251,True,0.6565294298030944,0.65
.*layers\.28\..*experts\.7\..*,28.0,7.0,0.316891,0.316891,1.0,False,0.384721515936901,0.384721515936901
.*layers\.28\..*experts\.8\..*,28.0,8.0,0.232989,0.232989,1.0,False,0.262044300127825,0.262044300127825
.*layers\.28\..*experts\.9\..*,28.0,9.0,0.0659839,0.0659839,1.0,False,0.0736364596047561,0.0736364596047561
.*layers\.28\..*experts\.11\..*,28.0,11.0,0.232545,0.232545,1.0,False,0.2737252537139307,0.2737252537139307
.*layers\.28\..*experts\.12\..*,28.0,12.0,0.130684,0.130684,1.0,False,0.1673243427834621,0.1673243427834621
.*layers\.28\..*experts\.13\..*,28.0,13.0,0.198121,0.198121,1.0,False,0.2425718980649049,0.2425718980649049
.*layers\.28\..*experts\.14\..*,28.0,14.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.28\..*experts\.15\..*,28.0,15.0,0.259911,0.259911,1.0,False,0.2782655723828359,0.2782655723828359
.*layers\.28\..*experts\.16\..*,28.0,16.0,0.139899,0.139899,1.0,False,0.1474564387147245,0.1474564387147245
.*layers\.28\..*experts\.17\..*,28.0,17.0,0.296752,0.296752,1.0,False,0.341692789385147,0.341692789385147
.*layers\.28\..*experts\.18\..*,28.0,18.0,0.240389,0.240389,1.0,False,0.2372446116704082,0.2372446116704082
.*layers\.28\..*experts\.19\..*,28.0,19.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.28\..*experts\.20\..*,28.0,20.0,0.219231,0.219231,1.0,False,0.2557232782658979,0.2557232782658979
.*layers\.28\..*experts\.21\..*,28.0,21.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.28\..*experts\.22\..*,28.0,22.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.28\..*experts\.23\..*,28.0,23.0,0.0972267,0.0972267,1.0,False,0.1201308981356677,0.1201308981356677
.*layers\.28\..*experts\.24\..*,28.0,24.0,0.110193,0.110193,1.0,False,0.1214597611388404,0.1214597611388404
.*layers\.28\..*experts\.26\..*,28.0,26.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.28\..*experts\.27\..*,28.0,27.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.28\..*experts\.28\..*,28.0,28.0,0.301206,0.301206,1.0,False,0.393951855934711,0.393951855934711
.*layers\.28\..*experts\.29\..*,28.0,29.0,0.320274,0.320274,1.0,False,0.3743014439230359,0.3743014439230359
.*layers\.28\..*experts\.30\..*,28.0,30.0,0.193823,0.193823,1.0,False,0.2071682672025029,0.2071682672025029
.*layers\.28\..*experts\.32\..*,28.0,32.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.28\..*experts\.33\..*,28.0,33.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.28\..*experts\.34\..*,28.0,34.0,0.0510861,0.0510861,1.0,False,0.0632995165749582,0.0632995165749582
.*layers\.28\..*experts\.35\..*,28.0,35.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.28\..*experts\.36\..*,28.0,36.0,0.400109,0.400109,1.0,False,0.4210520485412926,0.4210520485412926
.*layers\.28\..*experts\.37\..*,28.0,37.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.28\..*experts\.39\..*,28.0,39.0,0.17294,0.17294,1.0,False,0.2249253400691293,0.2249253400691293
.*layers\.28\..*experts\.40\..*,28.0,40.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.28\..*experts\.41\..*,28.0,41.0,0.237523,0.237523,1.0,False,0.2393472598173289,0.2393472598173289
.*layers\.28\..*experts\.42\..*,28.0,42.0,0.209122,0.209122,1.0,False,0.2611904786180637,0.2611904786180637
.*layers\.28\..*experts\.43\..*,28.0,43.0,0.370251,0.370251,1.0,False,0.3946291520230865,0.3946291520230865
.*layers\.28\..*experts\.44\..*,28.0,44.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.28\..*experts\.45\..*,28.0,45.0,0.60798,0.60798,1.0,False,0.6192049645121211,0.6192049645121211
.*layers\.28\..*experts\.46\..*,28.0,46.0,0.0813764,0.0813764,1.0,False,0.1072935237359582,0.1072935237359582
.*layers\.28\..*experts\.48\..*,28.0,48.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.28\..*experts\.49\..*,28.0,49.0,0.35046,0.35046,1.0,False,0.437891173249549,0.437891173249549
.*layers\.28\..*experts\.50\..*,28.0,50.0,0.155504,0.155504,1.0,False,0.1705428614590765,0.1705428614590765
.*layers\.28\..*experts\.51\..*,28.0,51.0,0.288737,0.288737,1.0,False,0.3430639606832919,0.3430639606832919
.*layers\.28\..*experts\.53\..*,28.0,53.0,0.121661,0.121661,1.0,False,0.1534191446742503,0.1534191446742503
.*layers\.28\..*experts\.54\..*,28.0,54.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.28\..*experts\.55\..*,28.0,55.0,0.0844359,0.0844359,1.0,False,0.0970317399021069,0.0970317399021069
.*layers\.28\..*experts\.57\..*,28.0,57.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.28\..*experts\.58\..*,28.0,58.0,0.377488,0.377488,1.0,False,0.4693125708434001,0.4693125708434001
.*layers\.28\..*experts\.59\..*,28.0,59.0,0.65,0.65,1.0,False,0.6356001042300347,0.6356001042300347
.*layers\.28\..*experts\.60\..*,28.0,60.0,0.244538,0.244538,1.0,False,0.2562160901973461,0.2562160901973461
.*layers\.28\..*experts\.63\..*,28.0,63.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.28\..*experts\.64\..*,28.0,64.0,0.465522,0.465522,1.0,False,0.5592162046428101,0.5592162046428101
.*layers\.28\..*experts\.65\..*,28.0,65.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.28\..*experts\.66\..*,28.0,66.0,0.428941,0.428941,1.0,False,0.4267936434363719,0.4267936434363719
.*layers\.28\..*experts\.67\..*,28.0,67.0,0.65,0.65,1.0,False,0.6357867379941446,0.6357867379941446
.*layers\.28\..*experts\.70\..*,28.0,70.0,0.22568,0.22568,1.0,False,0.2884505378341092,0.2884505378341092
.*layers\.28\..*experts\.73\..*,28.0,73.0,0.256886,0.256886,1.0,False,0.3184600234216384,0.3184600234216384
.*layers\.28\..*experts\.74\..*,28.0,74.0,0.126837,0.126837,1.0,False,0.159064739345656,0.159064739345656
.*layers\.28\..*experts\.75\..*,28.0,75.0,0.195185,0.195185,1.0,False,0.184704275004953,0.184704275004953
.*layers\.28\..*experts\.76\..*,28.0,76.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.28\..*experts\.77\..*,28.0,77.0,0.431196,0.431196,1.0,False,0.4734192979384002,0.4734192979384002
.*layers\.28\..*experts\.78\..*,28.0,78.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.28\..*experts\.80\..*,28.0,80.0,0.195641,0.195641,1.0,False,0.225538266365699,0.225538266365699
.*layers\.28\..*experts\.81\..*,28.0,81.0,0.139413,0.139413,1.0,False,0.1573406383742985,0.1573406383742985
.*layers\.28\..*experts\.82\..*,28.0,82.0,0.112591,0.112591,1.0,False,0.1422040603218818,0.1422040603218818
.*layers\.28\..*experts\.83\..*,28.0,83.0,0.236095,0.236095,1.0,False,0.2283092931693686,0.2283092931693686
.*layers\.28\..*experts\.84\..*,28.0,84.0,0.134484,0.134484,1.0,False,0.1373345650003992,0.1373345650003992
.*layers\.28\..*experts\.85\..*,28.0,85.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.28\..*experts\.86\..*,28.0,86.0,0.563574,0.563574,1.0,False,0.6000038491739585,0.6000038491739585
.*layers\.28\..*experts\.87\..*,28.0,87.0,0.233428,0.233428,1.0,False,0.2851509602261318,0.2851509602261318
.*layers\.28\..*experts\.89\..*,28.0,89.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.28\..*experts\.90\..*,28.0,90.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.28\..*experts\.91\..*,28.0,91.0,0.191124,0.191124,1.0,False,0.2490619293918438,0.2490619293918438
.*layers\.28\..*experts\.92\..*,28.0,92.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.28\..*experts\.93\..*,28.0,93.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.28\..*experts\.94\..*,28.0,94.0,0.188924,0.188924,1.0,False,0.2304183909455834,0.2304183909455834
.*layers\.28\..*experts\.95\..*,28.0,95.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.28\..*experts\.96\..*,28.0,96.0,0.559116,0.559116,1.0,False,0.600004910268731,0.600004910268731
.*layers\.28\..*experts\.97\..*,28.0,97.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.28\..*experts\.98\..*,28.0,98.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.28\..*experts\.100\..*,28.0,100.0,0.532347,0.4943188938492259,0.928565191217807,True,0.7000047020366221,0.65
.*layers\.28\..*experts\.101\..*,28.0,101.0,0.179219,0.179219,1.0,False,0.2076068394310899,0.2076068394310899
.*layers\.28\..*experts\.102\..*,28.0,102.0,0.0482696,0.0482696,1.0,False,0.0434863600684852,0.0434863600684852
.*layers\.28\..*experts\.103\..*,28.0,103.0,0.194146,0.194146,1.0,False,0.2333950390009787,0.2333950390009787
.*layers\.28\..*experts\.105\..*,28.0,105.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.28\..*experts\.106\..*,28.0,106.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.28\..*experts\.108\..*,28.0,108.0,0.462754,0.462754,1.0,False,0.5125940342905567,0.5125940342905567
.*layers\.28\..*experts\.109\..*,28.0,109.0,0.178153,0.178153,1.0,False,0.2238100663440864,0.2238100663440864
.*layers\.28\..*experts\.110\..*,28.0,110.0,0.264122,0.264122,1.0,False,0.2906656404967679,0.2906656404967679
.*layers\.28\..*experts\.111\..*,28.0,111.0,0.154809,0.154809,1.0,False,0.1961295338272238,0.1961295338272238
.*layers\.28\..*experts\.112\..*,28.0,112.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.28\..*experts\.113\..*,28.0,113.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.28\..*experts\.114\..*,28.0,114.0,0.117546,0.117546,1.0,False,0.1254607475272063,0.1254607475272063
.*layers\.28\..*experts\.115\..*,28.0,115.0,0.377829,0.377829,1.0,False,0.4398182558778497,0.4398182558778497
.*layers\.28\..*experts\.116\..*,28.0,116.0,0.454448,0.454448,1.0,False,0.5999995418743905,0.5999995418743905
.*layers\.28\..*experts\.117\..*,28.0,117.0,0.0648558,0.0648558,1.0,False,0.0609882781328655,0.0609882781328655
.*layers\.28\..*experts\.118\..*,28.0,118.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.28\..*experts\.119\..*,28.0,119.0,0.462645,0.462645,1.0,False,0.5277557360385831,0.5277557360385831
.*layers\.28\..*experts\.121\..*,28.0,121.0,0.381512,0.381512,1.0,False,0.4414533718175912,0.4414533718175912
.*layers\.28\..*experts\.122\..*,28.0,122.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.28\..*experts\.123\..*,28.0,123.0,0.234347,0.234347,1.0,False,0.2615521105684033,0.2615521105684033
.*layers\.28\..*experts\.124\..*,28.0,124.0,0.326968,0.326968,1.0,False,0.3364325646478784,0.3364325646478784
.*layers\.28\..*experts\.127\..*,28.0,127.0,0.182169,0.182169,1.0,False,0.1933058660983492,0.1933058660983492
.*layers\.29\..*experts\.0\..*,29.0,0.0,0.379679,0.379679,1.0,False,0.4035758396664011,0.4035758396664011
.*layers\.29\..*experts\.1\..*,29.0,1.0,0.22356,0.22356,1.0,False,0.2581529338016384,0.2581529338016384
.*layers\.29\..*experts\.2\..*,29.0,2.0,0.301463,0.301463,1.0,False,0.3469617756394775,0.3469617756394775
.*layers\.29\..*experts\.3\..*,29.0,3.0,0.496978,0.496978,1.0,False,0.5999859606884006,0.5999859606884006
.*layers\.29\..*experts\.5\..*,29.0,5.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.29\..*experts\.7\..*,29.0,7.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.29\..*experts\.8\..*,29.0,8.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.29\..*experts\.9\..*,29.0,9.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.29\..*experts\.11\..*,29.0,11.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.29\..*experts\.12\..*,29.0,12.0,0.248714,0.248714,1.0,False,0.3003529895072342,0.3003529895072342
.*layers\.29\..*experts\.13\..*,29.0,13.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.29\..*experts\.14\..*,29.0,14.0,0.19509,0.19509,1.0,False,0.24520842838779,0.24520842838779
.*layers\.29\..*experts\.15\..*,29.0,15.0,0.267562,0.267562,1.0,False,0.2893503383534725,0.2893503383534725
.*layers\.29\..*experts\.16\..*,29.0,16.0,0.385909,0.385909,1.0,False,0.3955482461344596,0.3955482461344596
.*layers\.29\..*experts\.17\..*,29.0,17.0,0.25634,0.25634,1.0,False,0.2832933098780203,0.2832933098780203
.*layers\.29\..*experts\.18\..*,29.0,18.0,0.105512,0.105512,1.0,False,0.1285611778176839,0.1285611778176839
.*layers\.29\..*experts\.19\..*,29.0,19.0,0.227542,0.227542,1.0,False,0.2673593995706441,0.2673593995706441
.*layers\.29\..*experts\.20\..*,29.0,20.0,0.268711,0.268711,1.0,False,0.2756241507975637,0.2756241507975637
.*layers\.29\..*experts\.21\..*,29.0,21.0,0.191536,0.191536,1.0,False,0.2312914896166121,0.2312914896166121
.*layers\.29\..*experts\.22\..*,29.0,22.0,0.345603,0.345603,1.0,False,0.4044606409999515,0.4044606409999515
.*layers\.29\..*experts\.23\..*,29.0,23.0,0.302103,0.302103,1.0,False,0.3162935400584115,0.3162935400584115
.*layers\.29\..*experts\.24\..*,29.0,24.0,0.624833,0.5802137783973509,0.9285901647277768,True,0.6999858761055825,0.65
.*layers\.29\..*experts\.25\..*,29.0,25.0,0.486544,0.486544,1.0,False,0.599997060426639,0.599997060426639
.*layers\.29\..*experts\.26\..*,29.0,26.0,0.24765,0.24765,1.0,False,0.3011985167713323,0.3011985167713323
.*layers\.29\..*experts\.27\..*,29.0,27.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.29\..*experts\.28\..*,29.0,28.0,0.356827,0.356827,1.0,False,0.4002042899330495,0.4002042899330495
.*layers\.29\..*experts\.29\..*,29.0,29.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.29\..*experts\.30\..*,29.0,30.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.29\..*experts\.33\..*,29.0,33.0,0.35046,0.35046,1.0,False,0.446130827201746,0.446130827201746
.*layers\.29\..*experts\.34\..*,29.0,34.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.29\..*experts\.35\..*,29.0,35.0,0.385519,0.385519,1.0,False,0.4412264327920995,0.4412264327920995
.*layers\.29\..*experts\.36\..*,29.0,36.0,0.123012,0.123012,1.0,False,0.1453461217944076,0.1453461217944076
.*layers\.29\..*experts\.37\..*,29.0,37.0,0.086857,0.086857,1.0,False,0.0977693026609507,0.0977693026609507
.*layers\.29\..*experts\.38\..*,29.0,38.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.29\..*experts\.39\..*,29.0,39.0,0.254589,0.254589,1.0,False,0.3182269521871752,0.3182269521871752
.*layers\.29\..*experts\.42\..*,29.0,42.0,0.154224,0.154224,1.0,False,0.1755728308397787,0.1755728308397787
.*layers\.29\..*experts\.44\..*,29.0,44.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.29\..*experts\.45\..*,29.0,45.0,0.316933,0.316933,1.0,False,0.3439859522429244,0.3439859522429244
.*layers\.29\..*experts\.46\..*,29.0,46.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.29\..*experts\.48\..*,29.0,48.0,0.17402,0.17402,1.0,False,0.2167791935127993,0.2167791935127993
.*layers\.29\..*experts\.49\..*,29.0,49.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.29\..*experts\.50\..*,29.0,50.0,0.277126,0.277126,1.0,False,0.3346542626500198,0.3346542626500198
.*layers\.29\..*experts\.52\..*,29.0,52.0,0.142116,0.142116,1.0,False,0.1783008544552339,0.1783008544552339
.*layers\.29\..*experts\.53\..*,29.0,53.0,0.177962,0.177962,1.0,False,0.2131255699351712,0.2131255699351712
.*layers\.29\..*experts\.54\..*,29.0,54.0,0.0969138,0.0969138,1.0,False,0.1260490656150292,0.1260490656150292
.*layers\.29\..*experts\.55\..*,29.0,55.0,0.140179,0.140179,1.0,False,0.1763013493834203,0.1763013493834203
.*layers\.29\..*experts\.56\..*,29.0,56.0,0.183333,0.183333,1.0,False,0.1843824527463678,0.1843824527463678
.*layers\.29\..*experts\.57\..*,29.0,57.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.29\..*experts\.58\..*,29.0,58.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.29\..*experts\.59\..*,29.0,59.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.29\..*experts\.60\..*,29.0,60.0,0.205076,0.205076,1.0,False,0.2590976089730262,0.2590976089730262
.*layers\.29\..*experts\.61\..*,29.0,61.0,0.248325,0.248325,1.0,False,0.3023300074808535,0.3023300074808535
.*layers\.29\..*experts\.62\..*,29.0,62.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.29\..*experts\.63\..*,29.0,63.0,0.268967,0.268967,1.0,False,0.3296716565020369,0.3296716565020369
.*layers\.29\..*experts\.64\..*,29.0,64.0,0.29619,0.29619,1.0,False,0.3380247531525118,0.3380247531525118
.*layers\.29\..*experts\.65\..*,29.0,65.0,0.278398,0.278398,1.0,False,0.3288806427860334,0.3288806427860334
