pattern,layer,expert,old_nonbase_weight,new_nonbase_weight,delta_scale,scaled,max_relative_delta_norm,predicted_max_relative_delta_norm
.*layers\.10\..*experts\.42\..*,10.0,42.0,0.499722,0.499722,1.0,False,0.6199390012690402,0.6199390012690402
.*layers\.10\..*experts\.43\..*,10.0,43.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.10\..*experts\.45\..*,10.0,45.0,0.15215,0.15215,1.0,False,0.1673515877749519,0.1673515877749519
.*layers\.10\..*experts\.46\..*,10.0,46.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.10\..*experts\.47\..*,10.0,47.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.10\..*experts\.48\..*,10.0,48.0,0.48767,0.48767,1.0,False,0.6000018680729796,0.6000018680729796
.*layers\.10\..*experts\.50\..*,10.0,50.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.10\..*experts\.51\..*,10.0,51.0,0.226978,0.226978,1.0,False,0.2755457363830165,0.2755457363830165
.*layers\.10\..*experts\.52\..*,10.0,52.0,0.154236,0.154236,1.0,False,0.1578949456931111,0.1578949456931111
.*layers\.10\..*experts\.53\..*,10.0,53.0,0.292638,0.292638,1.0,False,0.3167680319831535,0.3167680319831535
.*layers\.10\..*experts\.54\..*,10.0,54.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.10\..*experts\.55\..*,10.0,55.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.10\..*experts\.56\..*,10.0,56.0,0.279038,0.279038,1.0,False,0.3691594271046265,0.3691594271046265
.*layers\.10\..*experts\.57\..*,10.0,57.0,0.122915,0.122915,1.0,False,0.1362599367373904,0.1362599367373904
.*layers\.10\..*experts\.58\..*,10.0,58.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.10\..*experts\.59\..*,10.0,59.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.10\..*experts\.61\..*,10.0,61.0,0.345143,0.345143,1.0,False,0.4191251607236098,0.4191251607236098
.*layers\.10\..*experts\.62\..*,10.0,62.0,0.275896,0.275896,1.0,False,0.2803422402877095,0.2803422402877095
.*layers\.10\..*experts\.63\..*,10.0,63.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.10\..*experts\.64\..*,10.0,64.0,0.325242,0.325242,1.0,False,0.323853570144098,0.323853570144098
.*layers\.10\..*experts\.65\..*,10.0,65.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.10\..*experts\.66\..*,10.0,66.0,0.453248,0.453248,1.0,False,0.5706753557365689,0.5706753557365689
.*layers\.10\..*experts\.67\..*,10.0,67.0,0.438882,0.438882,1.0,False,0.5715323987699253,0.5715323987699253
.*layers\.10\..*experts\.68\..*,10.0,68.0,0.129394,0.129394,1.0,False,0.1617666253996304,0.1617666253996304
.*layers\.10\..*experts\.69\..*,10.0,69.0,0.126837,0.126837,1.0,False,0.1612246580107498,0.1612246580107498
.*layers\.10\..*experts\.70\..*,10.0,70.0,0.109008,0.109008,1.0,False,0.1242286389110862,0.1242286389110862
.*layers\.10\..*experts\.71\..*,10.0,71.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.10\..*experts\.72\..*,10.0,72.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.10\..*experts\.73\..*,10.0,73.0,0.223679,0.223679,1.0,False,0.2436756653863916,0.2436756653863916
.*layers\.10\..*experts\.74\..*,10.0,74.0,0.235581,0.235581,1.0,False,0.2522012469926937,0.2522012469926937
.*layers\.10\..*experts\.76\..*,10.0,76.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.10\..*experts\.77\..*,10.0,77.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.10\..*experts\.78\..*,10.0,78.0,0.0465999,0.0465999,1.0,False,0.0591201688195658,0.0591201688195658
.*layers\.10\..*experts\.80\..*,10.0,80.0,0.208965,0.208965,1.0,False,0.239833530267918,0.239833530267918
.*layers\.10\..*experts\.81\..*,10.0,81.0,0.238978,0.238978,1.0,False,0.2991974470691207,0.2991974470691207
.*layers\.10\..*experts\.82\..*,10.0,82.0,0.235702,0.235702,1.0,False,0.2736450282804566,0.2736450282804566
.*layers\.10\..*experts\.83\..*,10.0,83.0,0.29693,0.29693,1.0,False,0.3237934806207778,0.3237934806207778
.*layers\.10\..*experts\.84\..*,10.0,84.0,0.0613995,0.0613995,1.0,False,0.0774239763268278,0.0774239763268278
.*layers\.10\..*experts\.85\..*,10.0,85.0,0.17216,0.17216,1.0,False,0.1938365507985805,0.1938365507985805
.*layers\.10\..*experts\.86\..*,10.0,86.0,0.0956785,0.0956785,1.0,False,0.1089196078710386,0.1089196078710386
.*layers\.10\..*experts\.87\..*,10.0,87.0,0.128019,0.128019,1.0,False,0.1503327790948857,0.1503327790948857
.*layers\.10\..*experts\.88\..*,10.0,88.0,0.381798,0.381798,1.0,False,0.4050388013966334,0.4050388013966334
.*layers\.10\..*experts\.90\..*,10.0,90.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.10\..*experts\.91\..*,10.0,91.0,0.0990003,0.0990003,1.0,False,0.1157796664677227,0.1157796664677227
.*layers\.10\..*experts\.92\..*,10.0,92.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.10\..*experts\.93\..*,10.0,93.0,0.558385,0.558385,1.0,False,0.6499973097076872,0.6499973097076872
.*layers\.10\..*experts\.95\..*,10.0,95.0,0.228606,0.228606,1.0,False,0.2502681693205023,0.2502681693205023
.*layers\.10\..*experts\.97\..*,10.0,97.0,0.144552,0.144552,1.0,False,0.1652585272280534,0.1652585272280534
.*layers\.10\..*experts\.98\..*,10.0,98.0,0.180131,0.180131,1.0,False,0.2295344481067585,0.2295344481067585
.*layers\.10\..*experts\.99\..*,10.0,99.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.10\..*experts\.100\..*,10.0,100.0,0.198086,0.198086,1.0,False,0.226039245716525,0.226039245716525
.*layers\.10\..*experts\.101\..*,10.0,101.0,0.320804,0.320804,1.0,False,0.3540303093778963,0.3540303093778963
.*layers\.10\..*experts\.102\..*,10.0,102.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.10\..*experts\.103\..*,10.0,103.0,0.49345,0.49345,1.0,False,0.6086610728975176,0.6086610728975176
.*layers\.10\..*experts\.104\..*,10.0,104.0,0.55581,0.55581,1.0,False,0.6297002632315238,0.6297002632315238
.*layers\.10\..*experts\.105\..*,10.0,105.0,0.0648296,0.0648296,1.0,False,0.0783771057947327,0.0783771057947327
.*layers\.10\..*experts\.106\..*,10.0,106.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.10\..*experts\.107\..*,10.0,107.0,0.484661,0.484661,1.0,False,0.484801124973375,0.484801124973375
.*layers\.10\..*experts\.108\..*,10.0,108.0,0.393458,0.393458,1.0,False,0.3794272988513077,0.3794272988513077
.*layers\.10\..*experts\.109\..*,10.0,109.0,0.281469,0.281469,1.0,False,0.3094806622882455,0.3094806622882455
.*layers\.10\..*experts\.110\..*,10.0,110.0,0.197496,0.197496,1.0,False,0.2178010543029907,0.2178010543029907
.*layers\.10\..*experts\.111\..*,10.0,111.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.10\..*experts\.112\..*,10.0,112.0,0.314959,0.314959,1.0,False,0.3421240102894833,0.3421240102894833
.*layers\.10\..*experts\.113\..*,10.0,113.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.10\..*experts\.114\..*,10.0,114.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.10\..*experts\.115\..*,10.0,115.0,0.583965,0.5422492591686843,0.9285646557048528,True,0.7000051057366592,0.65
.*layers\.10\..*experts\.116\..*,10.0,116.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.10\..*experts\.118\..*,10.0,118.0,0.519368,0.519368,1.0,False,0.6200009004430066,0.6200009004430066
.*layers\.10\..*experts\.119\..*,10.0,119.0,0.149764,0.149764,1.0,False,0.1614062149928935,0.1614062149928935
.*layers\.10\..*experts\.120\..*,10.0,120.0,0.185392,0.185392,1.0,False,0.1865676419499685,0.1865676419499685
.*layers\.10\..*experts\.121\..*,10.0,121.0,0.49456,0.49456,1.0,False,0.6332039475761501,0.6332039475761501
.*layers\.10\..*experts\.123\..*,10.0,123.0,0.349258,0.349258,1.0,False,0.3634376549752818,0.3634376549752818
.*layers\.10\..*experts\.124\..*,10.0,124.0,0.269996,0.269996,1.0,False,0.3351360983332502,0.3351360983332502
.*layers\.10\..*experts\.126\..*,10.0,126.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.10\..*experts\.127\..*,10.0,127.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.11\..*experts\.0\..*,11.0,0.0,0.306937,0.306937,1.0,False,0.3374450586268747,0.3374450586268747
.*layers\.11\..*experts\.1\..*,11.0,1.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.11\..*experts\.3\..*,11.0,3.0,0.0967002,0.0967002,1.0,False,0.1197685728136551,0.1197685728136551
.*layers\.11\..*experts\.4\..*,11.0,4.0,0.361561,0.361561,1.0,False,0.4403381467119844,0.4403381467119844
.*layers\.11\..*experts\.5\..*,11.0,5.0,0.220736,0.220736,1.0,False,0.2693645101470693,0.2693645101470693
.*layers\.11\..*experts\.6\..*,11.0,6.0,0.183131,0.183131,1.0,False,0.2264145006997436,0.2264145006997436
.*layers\.11\..*experts\.7\..*,11.0,7.0,0.19991,0.19991,1.0,False,0.2530673824150112,0.2530673824150112
.*layers\.11\..*experts\.8\..*,11.0,8.0,0.579103,0.579103,1.0,False,0.5658550591228414,0.5658550591228414
.*layers\.11\..*experts\.9\..*,11.0,9.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.11\..*experts\.10\..*,11.0,10.0,0.306616,0.306616,1.0,False,0.359674123192778,0.359674123192778
.*layers\.11\..*experts\.12\..*,11.0,12.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.11\..*experts\.13\..*,11.0,13.0,0.267526,0.267526,1.0,False,0.2959017591014269,0.2959017591014269
.*layers\.11\..*experts\.14\..*,11.0,14.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.11\..*experts\.15\..*,11.0,15.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.11\..*experts\.16\..*,11.0,16.0,0.28489,0.28489,1.0,False,0.3018600764966994,0.3018600764966994
.*layers\.11\..*experts\.17\..*,11.0,17.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.11\..*experts\.18\..*,11.0,18.0,0.149516,0.149516,1.0,False,0.1928344920710352,0.1928344920710352
.*layers\.11\..*experts\.19\..*,11.0,19.0,0.113002,0.113002,1.0,False,0.1365058992022678,0.1365058992022678
.*layers\.11\..*experts\.20\..*,11.0,20.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.11\..*experts\.21\..*,11.0,21.0,0.252445,0.252445,1.0,False,0.3216363035516597,0.3216363035516597
.*layers\.11\..*experts\.22\..*,11.0,22.0,0.442047,0.442047,1.0,False,0.5999952107312803,0.5999952107312803
.*layers\.11\..*experts\.23\..*,11.0,23.0,0.446279,0.446279,1.0,False,0.5768197431341869,0.5768197431341869
.*layers\.11\..*experts\.24\..*,11.0,24.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.11\..*experts\.25\..*,11.0,25.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.11\..*experts\.26\..*,11.0,26.0,0.200268,0.200268,1.0,False,0.2210444526247049,0.2210444526247049
.*layers\.11\..*experts\.27\..*,11.0,27.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.11\..*experts\.28\..*,11.0,28.0,0.373437,0.373437,1.0,False,0.4588152526828953,0.4588152526828953
.*layers\.11\..*experts\.29\..*,11.0,29.0,0.375193,0.375193,1.0,False,0.3934926839312389,0.3934926839312389
.*layers\.11\..*experts\.30\..*,11.0,30.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.11\..*experts\.31\..*,11.0,31.0,0.444218,0.444218,1.0,False,0.6000146562981301,0.6000146562981301
.*layers\.11\..*experts\.32\..*,11.0,32.0,0.252883,0.252883,1.0,False,0.3164125546272438,0.3164125546272438
.*layers\.11\..*experts\.33\..*,11.0,33.0,0.381755,0.381755,1.0,False,0.4453165023648887,0.4453165023648887
.*layers\.11\..*experts\.34\..*,11.0,34.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.11\..*experts\.35\..*,11.0,35.0,0.275337,0.275337,1.0,False,0.333150633077137,0.333150633077137
.*layers\.11\..*experts\.36\..*,11.0,36.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.11\..*experts\.37\..*,11.0,37.0,0.314583,0.314583,1.0,False,0.3526769440843561,0.3526769440843561
.*layers\.11\..*experts\.39\..*,11.0,39.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.11\..*experts\.40\..*,11.0,40.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.11\..*experts\.42\..*,11.0,42.0,0.100485,0.100485,1.0,False,0.1239516619217231,0.1239516619217231
.*layers\.11\..*experts\.43\..*,11.0,43.0,0.111878,0.111878,1.0,False,0.127436391157422,0.127436391157422
.*layers\.11\..*experts\.44\..*,11.0,44.0,0.171704,0.171704,1.0,False,0.195546674152216,0.195546674152216
.*layers\.11\..*experts\.45\..*,11.0,45.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.11\..*experts\.46\..*,11.0,46.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.11\..*experts\.47\..*,11.0,47.0,0.339011,0.339011,1.0,False,0.3416863465083588,0.3416863465083588
.*layers\.11\..*experts\.48\..*,11.0,48.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.11\..*experts\.49\..*,11.0,49.0,0.305565,0.305565,1.0,False,0.3807299734074558,0.3807299734074558
.*layers\.11\..*experts\.50\..*,11.0,50.0,0.268182,0.268182,1.0,False,0.290030944907315,0.290030944907315
.*layers\.11\..*experts\.51\..*,11.0,51.0,0.325007,0.325007,1.0,False,0.4160270865010946,0.4160270865010946
.*layers\.11\..*experts\.52\..*,11.0,52.0,0.534522,0.49633969610316075,0.9285673856326975,True,0.7000030477670824,0.65
.*layers\.11\..*experts\.53\..*,11.0,53.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.11\..*experts\.54\..*,11.0,54.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.11\..*experts\.55\..*,11.0,55.0,0.192948,0.192948,1.0,False,0.2099137829989919,0.2099137829989919
.*layers\.11\..*experts\.58\..*,11.0,58.0,0.264688,0.264688,1.0,False,0.2651185508806032,0.2651185508806032
.*layers\.11\..*experts\.59\..*,11.0,59.0,0.0747533,0.0747533,1.0,False,0.0881380677453942,0.0881380677453942
.*layers\.11\..*experts\.60\..*,11.0,60.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.11\..*experts\.61\..*,11.0,61.0,0.0531836,0.0531836,1.0,False,0.0654109581946729,0.0654109581946729
.*layers\.11\..*experts\.62\..*,11.0,62.0,0.301095,0.301095,1.0,False,0.3839257066893282,0.3839257066893282
.*layers\.11\..*experts\.63\..*,11.0,63.0,0.0776332,0.0776332,1.0,False,0.0927763472542962,0.0927763472542962
.*layers\.11\..*experts\.64\..*,11.0,64.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.11\..*experts\.65\..*,11.0,65.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.11\..*experts\.67\..*,11.0,67.0,0.230459,0.230459,1.0,False,0.2614534813828839,0.2614534813828839
.*layers\.11\..*experts\.68\..*,11.0,68.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.11\..*experts\.69\..*,11.0,69.0,0.454579,0.454579,1.0,False,0.5073057499494663,0.5073057499494663
.*layers\.11\..*experts\.70\..*,11.0,70.0,0.245244,0.245244,1.0,False,0.3072595648735943,0.3072595648735943
.*layers\.11\..*experts\.71\..*,11.0,71.0,0.28523,0.28523,1.0,False,0.2952011511792322,0.2952011511792322
.*layers\.11\..*experts\.72\..*,11.0,72.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.11\..*experts\.73\..*,11.0,73.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.11\..*experts\.75\..*,11.0,75.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.11\..*experts\.76\..*,11.0,76.0,0.55766,0.5178281837482267,0.9285732951049505,True,0.6999985929237119,0.65
.*layers\.11\..*experts\.78\..*,11.0,78.0,0.323816,0.323816,1.0,False,0.3340876761346983,0.3340876761346983
.*layers\.11\..*experts\.79\..*,11.0,79.0,0.37027,0.37027,1.0,False,0.3683669879786292,0.3683669879786292
.*layers\.11\..*experts\.81\..*,11.0,81.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.11\..*experts\.82\..*,11.0,82.0,0.283323,0.283323,1.0,False,0.3245171060215884,0.3245171060215884
.*layers\.11\..*experts\.85\..*,11.0,85.0,0.0501768,0.0501768,1.0,False,0.0587855809798928,0.0587855809798928
.*layers\.11\..*experts\.86\..*,11.0,86.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.11\..*experts\.87\..*,11.0,87.0,0.219537,0.219537,1.0,False,0.2495866760951578,0.2495866760951578
.*layers\.11\..*experts\.88\..*,11.0,88.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.11\..*experts\.89\..*,11.0,89.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.11\..*experts\.90\..*,11.0,90.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.11\..*experts\.92\..*,11.0,92.0,0.164213,0.164213,1.0,False,0.1778794349290935,0.1778794349290935
.*layers\.11\..*experts\.94\..*,11.0,94.0,0.386431,0.386431,1.0,False,0.4248723146466126,0.4248723146466126
.*layers\.11\..*experts\.95\..*,11.0,95.0,0.326438,0.326438,1.0,False,0.3935916554093355,0.3935916554093355
.*layers\.11\..*experts\.96\..*,11.0,96.0,0.141482,0.141482,1.0,False,0.1832922493538828,0.1832922493538828
.*layers\.11\..*experts\.97\..*,11.0,97.0,0.0912107,0.0912107,1.0,False,0.1126383641836587,0.1126383641836587
.*layers\.11\..*experts\.99\..*,11.0,99.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.11\..*experts\.100\..*,11.0,100.0,0.261686,0.261686,1.0,False,0.3215959799451224,0.3215959799451224
.*layers\.11\..*experts\.101\..*,11.0,101.0,0.182498,0.182498,1.0,False,0.2031750689321337,0.2031750689321337
.*layers\.11\..*experts\.102\..*,11.0,102.0,0.518872,0.518872,1.0,False,0.6129928263363349,0.6129928263363349
.*layers\.11\..*experts\.104\..*,11.0,104.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.11\..*experts\.105\..*,11.0,105.0,0.108984,0.108984,1.0,False,0.1097229247186331,0.1097229247186331
.*layers\.11\..*experts\.107\..*,11.0,107.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.11\..*experts\.108\..*,11.0,108.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.11\..*experts\.109\..*,11.0,109.0,0.297651,0.297651,1.0,False,0.3584722668193051,0.3584722668193051
.*layers\.11\..*experts\.110\..*,11.0,110.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.11\..*experts\.111\..*,11.0,111.0,0.2031,0.2031,1.0,False,0.2052065910800316,0.2052065910800316
.*layers\.11\..*experts\.112\..*,11.0,112.0,0.491091,0.491091,1.0,False,0.6000029752858533,0.6000029752858533
.*layers\.11\..*experts\.113\..*,11.0,113.0,0.565284,0.5249090536689817,0.9285758197100602,True,0.6999966897726854,0.65
.*layers\.11\..*experts\.114\..*,11.0,114.0,0.212934,0.212934,1.0,False,0.2613388881758208,0.2613388881758208
.*layers\.11\..*experts\.115\..*,11.0,115.0,0.632258,0.632258,1.0,False,0.606864944271483,0.606864944271483
.*layers\.11\..*experts\.116\..*,11.0,116.0,0.268781,0.268781,1.0,False,0.2915673859364011,0.2915673859364011
.*layers\.11\..*experts\.117\..*,11.0,117.0,0.452419,0.452419,1.0,False,0.5805042556327331,0.5805042556327331
.*layers\.11\..*experts\.118\..*,11.0,118.0,0.173267,0.173267,1.0,False,0.1848942914030672,0.1848942914030672
.*layers\.11\..*experts\.120\..*,11.0,120.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.11\..*experts\.122\..*,11.0,122.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.11\..*experts\.123\..*,11.0,123.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.11\..*experts\.124\..*,11.0,124.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.11\..*experts\.125\..*,11.0,125.0,0.187841,0.187841,1.0,False,0.2402781114865992,0.2402781114865992
.*layers\.11\..*experts\.126\..*,11.0,126.0,0.239837,0.239837,1.0,False,0.2793680703495079,0.2793680703495079
.*layers\.11\..*experts\.127\..*,11.0,127.0,0.61882,0.5746161653594337,0.9285675404147146,True,0.7000029310842576,0.65
.*layers\.12\..*experts\.0\..*,12.0,0.0,0.417384,0.417384,1.0,False,0.5126961486237814,0.5126961486237814
.*layers\.12\..*experts\.2\..*,12.0,2.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.12\..*experts\.3\..*,12.0,3.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.12\..*experts\.4\..*,12.0,4.0,0.565639,0.5252343401449342,0.9285681152553734,True,0.7000024977394771,0.65
.*layers\.12\..*experts\.6\..*,12.0,6.0,0.0820548,0.0820548,1.0,False,0.0951927456691819,0.0951927456691819
.*layers\.12\..*experts\.7\..*,12.0,7.0,0.229649,0.229649,1.0,False,0.2583432349252378,0.2583432349252378
.*layers\.12\..*experts\.8\..*,12.0,8.0,0.21417,0.21417,1.0,False,0.2671414831337694,0.2671414831337694
.*layers\.12\..*experts\.9\..*,12.0,9.0,0.140249,0.140249,1.0,False,0.1605371098272031,0.1605371098272031
.*layers\.12\..*experts\.10\..*,12.0,10.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.12\..*experts\.11\..*,12.0,11.0,0.457658,0.457658,1.0,False,0.6000001466684743,0.6000001466684743
.*layers\.12\..*experts\.12\..*,12.0,12.0,0.550392,0.550392,1.0,False,0.56078388794133,0.56078388794133
.*layers\.12\..*experts\.13\..*,12.0,13.0,0.289773,0.289773,1.0,False,0.3331566776648997,0.3331566776648997
.*layers\.12\..*experts\.14\..*,12.0,14.0,0.171485,0.171485,1.0,False,0.2042984667948802,0.2042984667948802
.*layers\.12\..*experts\.15\..*,12.0,15.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.12\..*experts\.16\..*,12.0,16.0,0.324512,0.324512,1.0,False,0.411004479137308,0.411004479137308
.*layers\.12\..*experts\.17\..*,12.0,17.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.12\..*experts\.18\..*,12.0,18.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.12\..*experts\.20\..*,12.0,20.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.12\..*experts\.21\..*,12.0,21.0,0.126837,0.126837,1.0,False,0.165810751191975,0.165810751191975
.*layers\.12\..*experts\.22\..*,12.0,22.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.12\..*experts\.23\..*,12.0,23.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.12\..*experts\.24\..*,12.0,24.0,0.0986494,0.0986494,1.0,False,0.1157707375277061,0.1157707375277061
.*layers\.12\..*experts\.25\..*,12.0,25.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.12\..*experts\.26\..*,12.0,26.0,0.128686,0.128686,1.0,False,0.1439781291044428,0.1439781291044428
.*layers\.12\..*experts\.27\..*,12.0,27.0,0.48825,0.48825,1.0,False,0.6200013585786196,0.6200013585786196
.*layers\.12\..*experts\.28\..*,12.0,28.0,0.239902,0.239902,1.0,False,0.3095006486444943,0.3095006486444943
.*layers\.12\..*experts\.29\..*,12.0,29.0,0.527847,0.4901357555007909,0.9285564860665892,True,0.70001126453107,0.65
.*layers\.12\..*experts\.30\..*,12.0,30.0,0.275334,0.275334,1.0,False,0.3346950493142653,0.3346950493142653
.*layers\.12\..*experts\.31\..*,12.0,31.0,0.0957501,0.0957501,1.0,False,0.1121527350052522,0.1121527350052522
.*layers\.12\..*experts\.32\..*,12.0,32.0,0.18821,0.18821,1.0,False,0.2200947803533009,0.2200947803533009
.*layers\.12\..*experts\.33\..*,12.0,33.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.12\..*experts\.34\..*,12.0,34.0,0.53897,0.53897,1.0,False,0.5999819218036053,0.5999819218036053
.*layers\.12\..*experts\.35\..*,12.0,35.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.12\..*experts\.36\..*,12.0,36.0,0.166754,0.166754,1.0,False,0.1834941363469467,0.1834941363469467
.*layers\.12\..*experts\.37\..*,12.0,37.0,0.111076,0.111076,1.0,False,0.1479402862723512,0.1479402862723512
.*layers\.12\..*experts\.38\..*,12.0,38.0,0.272545,0.272545,1.0,False,0.306500440193155,0.306500440193155
.*layers\.12\..*experts\.40\..*,12.0,40.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.12\..*experts\.41\..*,12.0,41.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.12\..*experts\.42\..*,12.0,42.0,0.553127,0.553127,1.0,False,0.5742751669493397,0.5742751669493397
.*layers\.12\..*experts\.43\..*,12.0,43.0,0.0882616,0.0882616,1.0,False,0.0945329258305881,0.0945329258305881
.*layers\.12\..*experts\.44\..*,12.0,44.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.12\..*experts\.45\..*,12.0,45.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.12\..*experts\.46\..*,12.0,46.0,0.170482,0.170482,1.0,False,0.1897774329330626,0.1897774329330626
.*layers\.12\..*experts\.47\..*,12.0,47.0,0.152048,0.152048,1.0,False,0.1998938580720537,0.1998938580720537
.*layers\.12\..*experts\.48\..*,12.0,48.0,0.191992,0.191992,1.0,False,0.2117292051846657,0.2117292051846657
.*layers\.12\..*experts\.49\..*,12.0,49.0,0.368537,0.368537,1.0,False,0.4569311738602866,0.4569311738602866
.*layers\.12\..*experts\.50\..*,12.0,50.0,0.324746,0.324746,1.0,False,0.3979644605442555,0.3979644605442555
.*layers\.12\..*experts\.51\..*,12.0,51.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.12\..*experts\.52\..*,12.0,52.0,0.111503,0.111503,1.0,False,0.1199217108478083,0.1199217108478083
.*layers\.12\..*experts\.53\..*,12.0,53.0,0.422792,0.422792,1.0,False,0.4144823288831151,0.4144823288831151
.*layers\.12\..*experts\.54\..*,12.0,54.0,0.447559,0.447559,1.0,False,0.5999953998144566,0.5999953998144566
.*layers\.12\..*experts\.55\..*,12.0,55.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.12\..*experts\.56\..*,12.0,56.0,0.209579,0.209579,1.0,False,0.2499324688670038,0.2499324688670038
.*layers\.12\..*experts\.57\..*,12.0,57.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.12\..*experts\.58\..*,12.0,58.0,0.437968,0.437968,1.0,False,0.4500764733797003,0.4500764733797003
